Title,Price,Stock,URL
DELL LATITUDE 5430 – INTEL CORE I5 12TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs:112,000.00or 3 XRs:41,813.33with",Out of Stock,https://mdcomputers.lk/product/dell-latitude-5430-intel-core-i5-12th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/
ASUS ProArt PA278QGV 27″ IPS 2K 1440P 95% DCI-P3 120Hz HDR-10 Calman Verified PROFESSIONAL MONITOR,"Rs:112,000.00or 3 XRs:41,813.33with",Available / Check Site,https://mdcomputers.lk/product/asus-proart-pa278qgv-27-ips-2k-1440p-95-dci-p3-120hz-hdr-10-calman-verified-professional-monitor/
ASUS RTX4060 8GB USED GRAPHICS CARD,"Rs:113,000.00Rs:120,000.00or 3 XRs:42,186.67with",Out of Stock,https://mdcomputers.lk/product/asus-rtx4060-8gb-used-graphics-card/
"INTEL CORE I5 PROCESSOR 14600K (24M CACHE, UP TO 5.30 GHZ)","Rs:114,000.00Rs:116,000.00or 3 XRs:42,560.00with",Available / Check Site,https://mdcomputers.lk/product/intel-core-i5-processor-14600k-24m-cache-up-to-5-30-ghz/
SEAGATE 8TB NAS IRONWOLF BRAND NEW HARD (2y),"Rs:114,000.00or 3 XRs:42,560.00with",Available / Check Site,https://mdcomputers.lk/product/seagate-8tb-nas-ironwolf-brand-new-hard-2y/
ASUS DUAL GEFORCE RTX 4060 8GB GDDR6 BRAND NEW GRHAPIC CARD,"Rs:115,000.00Rs:117,000.00or 3 XRs:42,933.33with",Out of Stock,https://mdcomputers.lk/product/asus-dual-geforce-rtx-4060-oc-edition-8gb-gddr6/
GIGABYTE RTX3070 8GB  USED GRAPHIC CARD,"Rs:115,000.00or 3 XRs:42,933.33with",Out of Stock,https://mdcomputers.lk/product/gigabyte-rtx3070-gaming-oc-8gb-used-graphic-card/
ASUS TUF RTX3060 12GB USED GRAPHICS CARD,"Rs:115,000.00Rs:120,000.00or 3 XRs:42,933.33with",Out of Stock,https://mdcomputers.lk/product/asus-rog-rtx3060-12gb-used-graphics-card-as/
ASUS TUF RTX3060TI 8GB USED VGA,"Rs:115,000.00Rs:120,000.00or 3 XRs:42,933.33with",Out of Stock,https://mdcomputers.lk/product/asus-tuf-rtx3060ti-8gb-used-vga/
MSI VENTUS GEFORCE RTX3070TI 3X 8G USED GRAPHICS CARD,"Rs:115,000.00Rs:125,000.00or 3 XRs:42,933.33with",Out of Stock,https://mdcomputers.lk/product/msi-ventus-geforce-rtx3070ti-3x-8g-oc-used-vga/
THERMALTAKE MINECUBE 360 ULTRA SNOW LIQUID COOLER ( 05 years warranty ),"Rs:115,000.00Rs:117,000.00or 3 XRs:42,933.33with",Available / Check Site,https://mdcomputers.lk/product/thermaltake-minecube-360-ultra-snow-liquid-cooler-05-years-warranty/
SAMSUNG UA43F6000FRXSG 43″ LED BRAND NEW SMARD TV,"Rs:116,500.00or 3 XRs:43,493.33with",Available / Check Site,https://mdcomputers.lk/product/samsung-ua43f6000frxsg-43%e2%80%b3-led-brand-new-smard-tv/
MSI GEFORCE RTX 3060 VENTUS 2X OC 12GB GDDR6 GRAPHICS CARD ( 3 YEARS WARRANTY ),"Rs:117,000.00Rs:135,000.00or 3 XRs:43,680.00with",Out of Stock,https://mdcomputers.lk/product/msi-geforce-rtx-3060-ventus-2x-oc-12gb-gddr6-graphics-card-3-years-warranty/
ZOTAC GAMING RTX 4060 8GB TWIN EDGE OC BRAND NEW GRAPHICS CARD,"Rs:117,000.00Rs:119,000.00or 3 XRs:43,680.00with",Out of Stock,https://mdcomputers.lk/product/zotac-gaming-rtx-4060-8gb-twin-edge-oc/
ASUS ROG STRIX B650E-F GAMING WI-FI (DDR5) MOTHERBOARD,"Rs:117,000.00Rs:121,000.00or 3 XRs:43,680.00with",Available / Check Site,https://mdcomputers.lk/product/asus-rog-strix-b650e-f-gaming-wi-fi-ddr5-motherboard/
GIGABYTE G34WQC2 34″ WQHD 200Hz CURVED GAMING MONITOR,"Rs:117,000.00or 3 XRs:43,680.00with",Available / Check Site,https://mdcomputers.lk/product/gigabyte-g34wqc2-34%e2%80%b3-wqhd-200hz-curved-gaming-monitor/
MSI MAG 274QRFW X32 27″ INCH WQHD (2560 X 1440) 320HZ IPS AMD FREESYNC WHITE GAMING MONITOR  (3 Years Warranty),"Rs:117,000.00Rs:120,000.00or 3 XRs:43,680.00with",Out of Stock,https://mdcomputers.lk/product/msi-mag274qrfw-x32-27-inch-wqhd-2560-x-1440-320hz-ips-amd-freesync-white-gaming-monitor-3-years-warranty/
ZOTAC GAMING GeForce RTX 4060 8GB TWIN EDGE,"Rs:118,000.00Rs:120,000.00or 3 XRs:44,053.33with",Out of Stock,https://mdcomputers.lk/product/zotac-gaming-geforce-rtx-4060-8gb-twin-edge/
GIGABYTE GEFORCE RTX 3060 WINDFORCE OC 12G BRAND NEW GRAPHIC CARD,"Rs:118,000.00Rs:120,000.00or 3 XRs:44,053.33with",Out of Stock,https://mdcomputers.lk/product/gigabyte-geforce-rtx-3060-windforce-oc-12g-brand-new-graphic-card/
MSI GEFORCE RTX3060 VENTUS 2X OC 12GB GRAPHICS CARD,"Rs:118,000.00or 3 XRs:44,053.33with",Out of Stock,https://mdcomputers.lk/product/msi-geforce-rtx3060-ventus-2x-oc-12gb-graphics-card-1-years-warranty/
AMD RYZEN 5 5600G BRANDNEW GAMING PC BUILD ( CHRISTMAS OFFER ),"Rs:118,000.00or 3 XRs:44,053.33with",Out of Stock,https://mdcomputers.lk/product/amd-ryzen-5-5600g-brandnew-gaming-pc-build-christmas-offer/
DELL LATITUDE 7430 -INTEL CORE I5 12TH GEN 16GB RAM 256GB NVME SSD USED LAPTOP,"Rs:118,000.00or 3 XRs:44,053.33with",Out of Stock,https://mdcomputers.lk/product/dell-latitude-7430-intel-core-i5-12th-gen-16gb-ram-256gb-nvme-ssd-used-laptop-2/
SEAGATE IRON WOLF 6TB NAS BRAND NEW HARD DISK ( 03 years warranty ),"Rs:118,800.00or 3 XRs:44,352.00with",Available / Check Site,https://mdcomputers.lk/product/seagate-iron-wolf-6tb-nas-brand-new-hard-disk-03-years-warranty/
MSI Z790 PROJECT ZERO (WIFI) DDR5 MOTHERBOARD ( 3 YEARS WARRANTY ),"Rs:119,000.00or 3 XRs:44,426.67with",Available / Check Site,https://mdcomputers.lk/product/msi-z790-project-zero-wifi-ddr5-motherboard-3-years-warranty/
INTEL CORE I7-12700K BRAND NEW PROCESSOR,"Rs:120,000.00or 3 XRs:44,800.00with",Available / Check Site,https://mdcomputers.lk/product/intel-core-i7-12700k-brand-new-processor/
MSI GEFORCE RTX 4060 VENTUS OC 2X 8GB GDDR6X BLACK GRAPHICS,"Rs:120,000.00Rs:122,000.00or 3 XRs:44,800.00with",Out of Stock,https://mdcomputers.lk/product/msi-geforce-rtx-4060-ventus-oc-2x-8gb-gddr6x-black-graphics/
DELL LATITUDE 5520 – CORE I7 11TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs:120,000.00or 3 XRs:44,800.00with",Out of Stock,https://mdcomputers.lk/product/dell-latitude-5520-core-i7-11th-gen-8gb-ram-256gb-nvme-ssd-used-laptop-2/
ASUS TUF GAMING VG32VQ1B 31.5 INCH 2K(2560×1440) 165Hz 1ms AMD FREESYNC PREMIUM COMPATIBLE FRAMELESS MONITOR (3 YEARS WARRANTY),"Rs:120,000.00or 3 XRs:44,800.00with",Available / Check Site,https://mdcomputers.lk/product/asus-tuf-gaming-vg32vq1b-31-5-inch-2k2560x1440-165hz-1ms-amd-freesync-premium-compatible-frameless-monitor-3-years-warranty/
ASUS PROART PA278QV 75HZ IPS 27INCH PROFESSIONAL MONITOR ( 03 YEARS WARRANTY ),"Rs:121,000.00Rs:129,000.00or 3 XRs:45,173.33with",Out of Stock,https://mdcomputers.lk/product/asus-proart-pa278qv-75hz-ips-27inch-professional-monitor/
Corsair ICUE 5000T RGB Tempered Glass Mid-Tower ATX Case White (2 Years Warranty),"Rs:121,000.00or 3 XRs:45,173.33with",Available / Check Site,https://mdcomputers.lk/product/corsair-icue-5000t-rgb-tempered-glass-mid-tower-atx-case-white-2-years-warranty-2/
SAMSUNG LS27D604UAEXXS 27 INCH VIEWFINITY S6 S60UD QHD BRAND NEW MONITOR,"Rs:121,500.00or 3 XRs:45,360.00with",Available / Check Site,https://mdcomputers.lk/product/samsung-ls27d604uaexxs-27-inch-viewfinity-s6-s60ud-qhd-brand-new-monitor/
PNY GeForce RTX 4060 8GB USED GRAPHICS CARD,"Rs:122,000.00or 3 XRs:45,546.67with",Out of Stock,https://mdcomputers.lk/product/pny-geforce-rtx-4060-8gb-used-graphics-card/
Corsair Vengeance RGB 48GB (2X24) DDR5 CUDIMM DRAM 8400MHz Intel XMP Memory (10 YEAR WARRANTY),"Rs:123,000.00or 3 XRs:45,920.00with",Out of Stock,https://mdcomputers.lk/product/corsair-vengeance-rgb-48gb-2x24-ddr5-cudimm-dram-8400mhz-intel-xmp-memory/
AMD RYZEN™ 9 7900X BRAND NEW PROCESSOR,"Rs:125,000.00Rs:140,000.00or 3 XRs:46,666.67with",Available / Check Site,https://mdcomputers.lk/product/amd-ryzen-9-7900x-brand-new-processor/
HP M32f Ultraslim BRAND NEW Monitor,"Rs:125,000.00or 3 XRs:46,666.67with",Available / Check Site,https://mdcomputers.lk/product/hp-m32f-ultraslim-brand-new-monitor/
Monova 32 inch FHD IPS 4K Monitor,"Rs:125,000.00or 3 XRs:46,666.67with",Available / Check Site,https://mdcomputers.lk/product/monova-32-inch-fhd-ips-4k-monitor/
LENOVO 32″ G32QC-30 32 2K 2560X1440 170HZ VA CURVED,"Rs:125,000.00or 3 XRs:46,666.67with",Available / Check Site,https://mdcomputers.lk/product/lenovo-32-g32qc-30-32-2k-2560x1440-170hz-va-curved/
"AMD Ryzen 7 9700X (8 Cores, 16 Threads) Up To 5.4GHz Desktop Processor(3 YEARS WARRANTY)","Rs:125,000.00Rs:128,000.00or 3 XRs:46,666.67with",Available / Check Site,https://mdcomputers.lk/product/amd-ryzen-7-9700x-8-cores-16-threads-up-to-5-4ghz-desktop-processor3-years-warranty/
ZOTAC GAMING GEFORCE RTX 5060 TWIN EDGE 8GB BRAND NEW GRAPHIC CARD ( 03 years warranty ),"Rs:125,000.00Rs:128,000.00or 3 XRs:46,666.67with",Out of Stock,https://mdcomputers.lk/product/zotac-gaming-geforce-rtx-5060-twin-edge-8gb-brand-new-graphic-card/
ASUS TUF GAMING VG34VQL3A 34INCH 180HZ 4K BRAND NEW CURVED MONITOR ( 03 years warranty ),"Rs:125,000.00Rs:139,000.00or 3 XRs:46,666.67with",Available / Check Site,https://mdcomputers.lk/product/asus-tuf-gaming-vg34vql3a-34inch-180hz-curved-monitor/
DELL LATITUDE 5531 CORE I5 12TH GEN 8GB RAM 512GB SSD USED LAPTOP,"Rs:125,000.00or 3 XRs:46,666.67with",Out of Stock,https://mdcomputers.lk/product/dell-latitude-5531-core-i5-12th-gen-8gb-ram-512gb-ssd-used-laptop/
PALIT GEFORCE RTX 3060 DUAL 12GB GDDR6 BRAND NEW GRAPHICS CARD,"Rs:125,000.00Rs:128,000.00or 3 XRs:46,666.67with",Out of Stock,https://mdcomputers.lk/product/palit-geforce-rtx-3060-dual-oc-12gb-gddr6-brand-new-graphics-card/
ASUS PROART RTX 4060 8GB USED GRAPHICS CARD,"Rs:125,000.00Rs:135,000.00or 3 XRs:46,666.67with",Out of Stock,https://mdcomputers.lk/product/asus-proart-rtx-4060-8gb-used-graphics-card/
INTEL CORE I7 8TH GEN GEMING DESKTOP PC WITH GTX1060 3GB VGA,"Rs:126,000.00Rs:131,200.00or 3 XRs:47,040.00with",Out of Stock,https://mdcomputers.lk/product/core-i5-8th-gen-pc-with-zotac-rtx2060-brand-new-vga/
MSI X870 GAMING PLUS (WI-FI) DDR5 MOTHERBOARD ( 3 YEARS WARRANTY),"Rs:126,000.00Rs:131,000.00or 3 XRs:47,040.00with",Out of Stock,https://mdcomputers.lk/product/msi-x870-gaming-plus-wi-fi-ddr5-motherboard-3-years-warranty/
"LOGITECH Z906 5.1 THX, DOLBY DIGITAL AND DTS DIGITAL CERTIFIED SOUND","Rs:126,000.00or 3 XRs:47,040.00with",Available / Check Site,https://mdcomputers.lk/product/logitech-z906-5-1-thx-dolby-digital-and-dts-digital-certified-sound/
MSI OPTIX AG321CR 31.5” INCH CURVED GAMING MONITOR,"Rs:127,000.00or 3 XRs:47,413.33with",Available / Check Site,https://mdcomputers.lk/product/msi-optix-ag321cr-31-5-inch-curved-gaming-monitor/
HP ELITEBOOK 650 G9 INTEL CORE I5 12TH GEN 16GB RAM / 256GB SSD USED LAPTOP,"Rs:127,000.00or 3 XRs:47,413.33with",Out of Stock,https://mdcomputers.lk/product/hp-elitebook-650-g9-intel-core-i5-12th-gen-16gb-ram-256gb-ssd-used-laptop/
DELL LATITUDE 5430 – INTEL CORE I5 12TH GEN / 8GB RAM / 256GB NVME SSD REFUBLISH LAPTOP (WITH BOX),"Rs:127,000.00or 3 XRs:47,413.33with",Out of Stock,https://mdcomputers.lk/product/dell-latitude-5430-intel-core-i5-12th-gen-8gb-ram-256gb-nvme-ssd-refublish-laptop-with-box/
MSI Z890 GAMING PLUS (WIFI) DDR5 MOTHERBOARD ( 3 YEARS WARRANTY ),"Rs:127,500.00Rs:128,500.00or 3 XRs:47,600.00with",Available / Check Site,https://mdcomputers.lk/product/msi-z890-gaming-plus-wifi-ddr5-motherboard-3-years-warranty/
TWINMOS 32GB DDR5 5600MHz BRAND NEW LAPTOP RAM ( 3y ),"Rs:127,500.00or 3 XRs:47,600.00with",Available / Check Site,https://mdcomputers.lk/product/twinmos-32gb-ddr5-5600mhz-brand-new-laptop-ram-3y/
MSI MODERN MD342CQP 34′ INCH UWQHD (3440 X 1440) 120Hz BUSINESS & AMP; PRODUCTIVITY BRAND NEW MONITOR ( 03 years warranty ),"Rs:128,000.00Rs:139,000.00or 3 XRs:47,786.67with",Out of Stock,https://mdcomputers.lk/product/msi-modern-md342cqp-34-inch-uwqhd-3440-x-1440-120hz-business-productivity-monitor/
ASUS PRIME RTX 5050 8GB GDDR6 OC EDITION BRAND NEW GRAPHICS CARD,"Rs:128,000.00or 3 XRs:47,786.67with",Out of Stock,https://mdcomputers.lk/product/asus-prime-rtx-5050-8gb-gddr6-oc-edition-brand-new-graphics-card-01-year-warranty/
Benq PD2705Q 27 Inch 2K(2560×1440) QHD HDR10 IPS Monitor,"Rs:128,500.00or 3 XRs:47,973.33with",Available / Check Site,https://mdcomputers.lk/product/benq-pd2705q-27-inch-2k2560x1440-qhd-hdr10-ips-monitor/
GIGABYTE Z890 EAGLE WIFI7 BRAND NEW MOTHERBOARD ( 03y ),"Rs:128,500.00or 3 XRs:47,973.33with",Available / Check Site,https://mdcomputers.lk/product/gigabyte-z890-eagle-wifi7-brand-new-motherboard-03y/
ZOTAC GAMING GEFORCE RTX 5060 TWIN EDGE 8GB OC BRAND NEW GRAPHIC CARD,"Rs:129,000.00Rs:132,000.00or 3 XRs:48,160.00with",Out of Stock,https://mdcomputers.lk/product/zotac-gaming-geforce-rtx-5060-twin-edge-8gb-oc-brand-new-graphic-card/
MSI MAG 342CQR E2 34″ UWQHD (3440 X 1440) 180 1ms Adaptive Sync Gaming Monitor,"Rs:129,500.00Rs:156,500.00or 3 XRs:48,346.67with",Available / Check Site,https://mdcomputers.lk/product/msi-pro-mp341cq-3440-x-1440-uwqhd-100hz-ultra-wide-monitor/
GIGABYTE RTX 3050 Gaming OC 8GB GDDR6 BRAND NEW VGA,"Rs:130,000.00Rs:190,000.00or 3 XRs:48,533.33with",Out of Stock,https://mdcomputers.lk/product/gigabyte-rtx-3050-gaming-oc-8gb-gddr6-brand-new-vga/
MSI MPG B650 GAMING CARBON (WI-FI) DDR5 MOTHERBOARD,"Rs:130,000.00or 3 XRs:48,533.33with",Available / Check Site,https://mdcomputers.lk/product/msi-mpg-b650-gaming-carbon-wi-fi-ddr5-motherboard/
ASUS KO GEFORCE RTX™ 3060 TI V2 OC Edition 8GB GDDR6 BRAND NEW GRAPHICS CARD,"Rs:130,000.00or 3 XRs:48,533.33with",Available / Check Site,https://mdcomputers.lk/product/asus-ko-geforce-rtx-3060-ti-v2-oc-edition-8gb-gddr6-brand-new-graphics-card/
INTEL CORE I7-13700 PROCESSOR ( FOR PC BUILD ONLY ),"Rs:131,500.00Rs:165,000.00or 3 XRs:49,093.33with",Available / Check Site,https://mdcomputers.lk/product/intel-core-i7-13700-processor-for-pc-build-only/
MSI MAG 342CQRF E20 34″ UWQHD (3440 X 1440) 200Mhz GAMING MONITOR( 03 YEARS WARRANTY ),"Rs:131,500.00or 3 XRs:49,093.33with",Out of Stock,https://mdcomputers.lk/product/msi-mag-342cqrf-e20-34-uwqhd-3440-x-1440-200mhz-gaming-monitor-03-years-warranty/
DELL INSPIRON 5590 -CORE I7 10TH GEN / 8GB RAM / 256GB NVME SSD / NVIDIA MX250 2GB VGA USED LAPTOP,"Rs:132,000.00or 3 XRs:49,280.00with",Out of Stock,https://mdcomputers.lk/product/dell-inspiron-5590-core-i7-10th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/
SEAGATE 10TB NAS IRONWOLF BRAND NEW HARD ( 02y ),"Rs:133,000.00or 3 XRs:49,653.33with",Available / Check Site,https://mdcomputers.lk/product/seagate-10tb-nas-ironwolf-brand-new-hard-02y/
"AMD Ryzen 9 9900X (12 Cores, 24 Threads) Up To 5.6GHz Desktop Processor (3 Year Warranty)-Without Box","Rs:134,000.00or 3 XRs:50,026.67with",Out of Stock,https://mdcomputers.lk/product/amd-ryzen-9-9900x-12-cores-24-threads-up-to-5-6ghz-desktop-processor-3-year-warranty-without-box/
WESTERN DIGITAL 10TB NAS RED PLUS BRAND NEW HARD DISK ( 02y ),"Rs:134,000.00or 3 XRs:50,026.67with",Available / Check Site,https://mdcomputers.lk/product/western-digital-10tb-nas-red-plus-brand-new-hard-disk-02y/
PROLINK PROFESSIONAL II SERIES 3KVA ONLINE UPS,"Rs:135,000.00Rs:180,000.00or 3 XRs:50,400.00with",Out of Stock,https://mdcomputers.lk/product/prolink-professional-ii-series-3kva-online-ups/
SEAGATE SKYHAWK 12TB SURVEILLANCE INTERNAL HARD DRIVE ( 03Y ),"Rs:135,000.00Rs:148,000.00or 3 XRs:50,400.00with",Available / Check Site,https://mdcomputers.lk/product/seagate-skyhawk-12tb-surveillance-internal-hard-drive-03y/
HP ELITEBOOK 850 G8 – CORE I7 11TH GEN – 8GB RAM – 256GB NVME SSD USED LAPTOP,"Rs:135,000.00or 3 XRs:50,400.00with",Out of Stock,https://mdcomputers.lk/product/hp-elitebook-850-g8-core-i7-11th-gen-8gb-ra/
MSI GEFORCE RTX™ 3060 GAMING X 12G,"Rs:136,000.00or 3 XRs:50,773.33with",Out of Stock,https://mdcomputers.lk/product/msi-geforce-rtx-3060-gaming-x-12g/
"Intel Core I7-14700 Processor 33MB Cache, Up To 5.40 GHz (28 Threads, 20 Cores) Desktop Processor (3 Years Warranty) Without Box/Fan","Rs:136,000.00Rs:150,000.00or 3 XRs:50,773.33with",Available / Check Site,https://mdcomputers.lk/product/intel-core-i7-14700-processor-33mb-cache-up-to-5-40-ghz-28-threads-20-cores-desktop-processor-3-years-warranty-without-box-fan/
MSI GEFORCE RTX5050 GAMING OC 8GB GDDR7X GRAPHICS CARD (3 YEARS WARRANTY),"Rs:136,000.00or 3 XRs:50,773.33with",Out of Stock,https://mdcomputers.lk/product/msi-geforce-rtx5050-gaming-oc-8gb-gddr7x-graphics-card-3-years-warranty/
APPLE IPHONE 13 PRO USED MOBILE PHONE – 128GB,"Rs:136,000.00Rs:144,000.00or 3 XRs:50,773.33with",Out of Stock,https://mdcomputers.lk/product/apple-iphone-13-pro-used-mobile-phone-128gb/
CORE I7 8TH GEN GAMING DESKTOP PC WITH GTX1060 6GB VGA CARD,"Rs:137,400.00Rs:139,400.00or 3 XRs:51,296.00with",Out of Stock,https://mdcomputers.lk/product/core-i7-6th-gen-pc-with-palit-1660ti-brand-new-vga/
MSI GEFORCE RTX5060 VENTUS 2X OC 8GB GDDR7X GRAPHICS CARD WHITE (3 YEARS WARRANTY),"Rs:137,500.00or 3 XRs:51,333.33with",Out of Stock,https://mdcomputers.lk/product/msi-geforce-rtx5060-ventus-2x-oc-8gb-gddr7x-graphics-card-white-3-years-warranty/
ASUS TUF VG34WQML5A 34 INCH 250HZ 4K BRAND NEW CURVED GAMING MONITOR ( 03 years warranty ),"Rs:138,500.00Rs:142,000.00or 3 XRs:51,706.67with",Available / Check Site,https://mdcomputers.lk/product/asus-tuf-vg34wqml5a-34-inch-250hz-4k-brand-new-curved-gaming-monitor-03-years-warranty/
MSI GEFORCE RTX 3060 TI GAMING X TRIO 8GB GDDR6X GRAPHICS CARD,"Rs:139,000.00Rs:200,000.00or 3 XRs:51,893.33with",Out of Stock,https://mdcomputers.lk/product/zotac-gaming-geforce-rtx-3060-ti-twin-edge-oc-lhr-brand-new-vga/
Asus TUF Gaming X670E-Plus WIFI DDR5 Motherboard ( 3 YEARS WARRANTY ),"Rs:139,000.00Rs:153,500.00or 3 XRs:51,893.33with",Available / Check Site,https://mdcomputers.lk/product/asus-tuf-gaming-x670e-plus-wifi-ddr5-motherboard-3-years-warranty/
ASUS TUF GAMING Z890-PLUS WIFI BRAND NEW MOTHERBOARD,"Rs:139,000.00or 3 XRs:51,893.33with",Available / Check Site,https://mdcomputers.lk/product/asus-tuf-gaming-z890-plus-wifi-brand-new-motherboard/
ASUS ROG STRIX RTX3080 10GB USED GRAPHICS CARD,"Rs:139,000.00or 3 XRs:51,893.33with",Out of Stock,https://mdcomputers.lk/product/asus-rog-strix-rtx3080-10gb-used-graphics-card/
APPLLE A16 WIFI BRAND NEW IPAD ( SILVER COLOR ),"Rs:139,000.00or 3 XRs:51,893.33with",Out of Stock,https://mdcomputers.lk/product/applle-a16-wifi-brand-new-ipad-silver-color/
ASUS ROG RYUJIN III 360 ARGB WHITE/BLACK BRAND NEW LIQUID COOLER,"Rs:139,500.00or 3 XRs:52,080.00with",Available / Check Site,https://mdcomputers.lk/product/asus-rog-ryujin-iii-360-argb-white-black-brand-new-liquid-cooler/
LENOVO X1 YOGA – CORE I7 10TH GEN /16GB RAM /512GB NVME USED 360 LAPTOP,"Rs:139,990.00or 3 XRs:52,262.93with",Out of Stock,https://mdcomputers.lk/product/lenovo-x1-yoga-core-i7-10th-gen-16gb-ram-512gb-nvme-used-360-laptop/
PNY GeForce RTX 4060Ti 8GB OC XLR8 Gaming GDDR6 (3Y),"Rs:140,000.00or 3 XRs:52,266.67with",Out of Stock,https://mdcomputers.lk/product/pny-geforce-rtx-4060-ti-8gb-oc-xlr8-gaming-gddr6-3y/
SEAGATE EXOS X14 12TB 7200RPM ENTERPRISE HDD (3y),"Rs:140,000.00Rs:145,000.00or 3 XRs:52,266.67with",Available / Check Site,https://mdcomputers.lk/product/seagate-exos-x14-12tb-7200rpm-enterprise-hdd-3y/
"AMD Ryzen 9 7900X3D (12 Cores, 24 Threads) Up To 5.6GHz Desktop Processor (3 YEARS WARRANTY) (not sold separately)","Rs:142,500.00Rs:148,000.00or 3 XRs:53,200.00with",Out of Stock,https://mdcomputers.lk/product/amd-ryzen-9-7900x3d-12-cores-24-threads-up-to-5-6ghz-desktop-processor-3-years-warranty-not-sold-separately/
WESTERN DIGITAL 12TB RED PRO NAS INTERNAL HARD DISK ( 03 YEARS WARRANTY ),"Rs:144,000.00Rs:148,000.00or 3 XRs:53,760.00with",Available / Check Site,https://mdcomputers.lk/product/western-digital-12tb-red-pro-nas-internal-hard-disk-03-years-warranty/
MSI MAG X870 TOMAHAWK (WIFI) DDR5 MOTHERBOARD ( 3 YEARS WARRANTY ),"Rs:144,500.00or 3 XRs:53,946.67with",Available / Check Site,https://mdcomputers.lk/product/msi-mag-x870-tomahawk-wifi-ddr5-motherboard-3-years-warranty/
PNY GeForce RTX™ 4060 Ti 8GB VERTO™ Overclocked Dual Fan DLSS 3,"Rs:145,000.00Rs:195,000.00or 3 XRs:54,133.33with",Out of Stock,https://mdcomputers.lk/product/pny-geforce-rtx-4060-8gb-vga/
LOGITECH G923 TRUEFORCE SIM RACING WHEEL,"Rs:145,000.00Rs:165,000.00or 3 XRs:54,133.33with",Out of Stock,https://mdcomputers.lk/product/logitech-g923-trueforce-sim-racing-wheel/
GIGABYTE GEFORCE RTX5060 WINDFORCE OC 8GB BRAND NEW GRAPHIC CARD,"Rs:145,000.00or 3 XRs:54,133.33with",Out of Stock,https://mdcomputers.lk/product/gigabyte-geforce-rtx5060-windforce-oc-8gb-brand-new-graphic-card/
Corsair TC500 Shadow Fabric Charcoal Gaming Chair,"Rs:145,500.00or 3 XRs:54,320.00with",Available / Check Site,https://mdcomputers.lk/product/corsair-tc500-shadow-fabric-charcoal-gaming-chair/
ACER ASPIRE LITE AL16 -54P-39U1 / INTEL CORE I3 13TH GEN ( 1305U ) 8GB RAM / 512GB NVME / BRAND NEW LAPTOP,"Rs:146,000.00Rs:149,000.00or 3 XRs:54,506.67with",Out of Stock,https://mdcomputers.lk/product/acer-aspire-lite-al16-52p-intel-core-i3-1305u-intel-hd-graphics-8gb-ddr5-256gb-gen-4-m-2-nvme-ssd-16-inch-fhd-display-windows-11-home-light-silver/
ZOTAC GAMING GEFORCE AMP HOLO RTX3080 10GB USED GRHAPIC CARD,"Rs:146,000.00Rs:150,000.00or 3 XRs:54,506.67with",Out of Stock,https://mdcomputers.lk/product/zotac-gaming-geforce-trinity-rtx3080-10gb-used-grhapic-card/
MSI MAG Z790 TOMAHAWK (WI-FI) DDR5 MOTHERBOARD,"Rs:148,000.00or 3 XRs:55,253.33with",Available / Check Site,https://mdcomputers.lk/product/msi-mag-z790-tomahawk-wi-fi-ddr5-motherboard/
MSI MPG Z790 CARBON (WI-FI) DDR5 MOTHERBOARD,"Rs:148,500.00Rs:203,000.00or 3 XRs:55,440.00with",Available / Check Site,https://mdcomputers.lk/product/msi-mpg-z790-carbon-wi-fi-ddr5-motherboard/
JBL PartyBox Stage 320 Outdoor Portable Speaker ( Display Unit ),"Rs:149,000.00Rs:190,000.00or 3 XRs:55,626.67with",Out of Stock,https://mdcomputers.lk/product/jbl-partybox-stage-320-outdoor-portable-speaker/
MSI MODERN 15 F13MG INTEL CORE i3 13TH GEN ( 1315U ) 8GB RAM / 512GB NVME SSD BRAND NEW LAPTOP,"Rs:149,000.00Rs:151,000.00or 3 XRs:55,626.67with",Out of Stock,https://mdcomputers.lk/product/msi-modern-15-f13mg-intel-core-i3-13th-gen-1315u-8gb-ram-512gb-nvme-ssd-brand-new-laptop/
GIGABYTE AORUS GEFORCE RTX5060 ELITE 8GB BRAND NEW GRAPHIC CARD,"Rs:149,000.00or 3 XRs:55,626.67with",Out of Stock,https://mdcomputers.lk/product/gigabyte-aorus-geforce-rtx5060-elite-8gb-brand-new-graphic-card/
ASUS TUF GAMING RTX 3060 TI 8GB BRAND NEW GRAPHICS CARD,"Rs:149,000.00Rs:165,000.00or 3 XRs:55,626.67with",Out of Stock,https://mdcomputers.lk/product/asus-tuf-gaming-rtx-3060-ti-8gb-brand-new-graphics-card/
ASROCK X870E NOVA WiFi BRAND NEW MOTHERBOARD ( 03 Years Warranty ),"Rs:149,500.00Rs:152,500.00or 3 XRs:55,813.33with",Available / Check Site,https://mdcomputers.lk/product/asrock-x870e-nova-wifi-brand-new-motherbord/
ASUS ROG STRIX Z690 F GAMING WI-FI (DDR5) MOTHERBOARD,"Rs:150,000.00or 3 XRs:56,000.00with",Out of Stock,https://mdcomputers.lk/product/asus-rog-strix-z690-f-gaming-wi-fi-ddr5-motherboard/
